"192.163.252.85:49999","US"
"54.38.51.18:54689","FR"
"54.38.51.4:54689","FR"
"69.163.160.228:14499","US"
"104.255.170.63:56541","US"
"51.159.21.239:18080","FR"
"132.148.5.251:58310","US"
"210.16.73.81:1080","PH"
"5.42.158.106:10800","FR"
"206.130.133.8:57643","US"
"43.224.8.116:6667","IN"
"181.101.34.138:1080","CL"
"181.101.85.119:1080","AR"
"198.37.103.74:60899","US"
"103.9.159.235:4606","VN"
"54.193.134.2:20030","US"
"67.205.183.80:63922","US"
"59.152.91.13:9954","BD"
"206.130.133.8:33071","US"
"47.241.61.60:9060","IN"
"181.6.38.241:1080","AR"
"104.255.170.69:50503","US"
"212.8.246.207:10101","NL"
"5.42.158.111:1080","FR"
"54.38.51.23:54689","FR"
"181.102.89.159:1080","AR"
"104.255.170.63:53940","US"
"5.42.158.119:1080","FR"
"54.38.51.46:54689","FR"
"181.6.68.249:1080","AR"
"181.6.112.57:1080","AR"
"45.115.39.18:15584","HK"
"104.255.170.69:56541","US"
"45.81.226.8:7056","DE"
"166.62.85.224:20422","US"
"69.163.167.160:14499","US"
"192.163.252.234:54300","US"
"206.130.133.8:17400","US"
"69.163.166.74:14499","US"
"186.126.52.56:1080","AR"
"69.163.164.52:14499","US"
"50.62.35.16:32791","US"
"181.3.42.38:1080","AR"
"181.101.90.96:1080","AR"
"162.144.66.22:16603","US"
"135.181.193.241:39697","FI"
"47.75.113.110:10013","HK"
"69.163.160.232:14499","US"
"103.251.225.16:6667","IN"
"181.6.59.76:1080","AR"
"114.245.33.213:1080","US"
"69.163.162.119:14499","US"
"69.163.160.21:14499","US"
"128.14.159.174:10607","IN"
"69.163.163.180:14499","US"
"54.38.51.42:54689","FR"
"181.5.237.86:1080","AR"
"59.152.91.45:9954","BD"
"80.87.200.140:9050","US"
"47.75.113.110:10016","HK"
"181.6.156.1:1080","AR"
"198.27.80.38:1080","CA"
"5.42.158.11:1080","FR"
"181.3.112.164:1080","AR"
"181.6.40.5:1080","AR"
"47.75.113.110:10020","HK"
"192.169.137.166:51028","US"
"198.199.109.36:21680","US"
"50.62.63.126:10119","US"
"181.6.11.119:1080","AR"
"178.154.228.16:9050","US"
"198.37.103.70:50503","US"
"5.42.158.113:10800","FR"
"195.158.197.13:1043","UA"
"93.179.94.133:5678","RU"
"109.72.226.74:31337","RU"
"186.126.18.157:1080","AR"
"23.94.30.108:1082","NG"
"194.190.83.68:1080","RU"
"46.0.234.11:5678","RU"
"95.188.79.216:1088","RU"
"193.162.105.1:1080","TR"
"181.6.171.78:1080","CA"
"181.3.127.47:1080","AR"
"103.76.172.141:9050","US"
"46.101.159.153:29135","DE"
"27.122.57.227:3128","HK"
"5.42.158.118:10800","FR"
"150.129.201.30:6667","IN"
"37.156.104.178:3327","IQ"
"5.42.158.120:10800","FR"
"167.172.155.178:14687","US"
"59.152.10.5:9954","BD"
"3.234.216.105:1080","US"
"5.42.158.126:10800","FR"
"210.16.73.80:1080","PH"
"103.155.209.42:1080","IN"
"210.16.73.85:1080","PH"
"51.83.190.248:19050","US"
"14.162.216.52:5001","VN"
"65.52.179.44:19617","HK"
"47.75.113.110:10009","HK"
"47.75.113.110:10010","HK"
"5.42.158.112:10800","FR"
"104.255.170.91:55112","US"
"192.46.224.175:443","SG"
"104.255.170.69:60899","US"
"5.42.158.113:1080","FR"
"104.255.170.68:56541","US"
"69.163.161.23:14499","US"
"54.38.51.22:54689","FR"
"54.38.51.8:54689","FR"
"54.38.51.53:54689","FR"
"128.199.111.243:40716","SG"
"186.126.97.183:1080","AR"
"69.163.165.253:14499","US"
"181.6.155.150:1080","AR"
"181.3.89.151:1080","AR"
"186.126.2.33:1080","AR"
"162.144.66.22:50858","US"
"54.38.51.30:54689","FR"
"95.217.27.5:2223","SE"
"165.227.119.98:52935","US"
"111.79.127.132:1080","HK"
"103.9.159.235:28517","VN"
"5.105.1.86:16379","NL"
"192.241.171.199:47199","US"
"23.94.149.131:53335","US"
"64.227.53.22:9050","NL"
"5.42.158.115:1080","FR"
"104.255.170.66:60899","US"
"186.126.32.149:1080","AR"
"128.199.111.243:34418","SG"
"69.163.160.115:14499","US"
"47.75.113.110:10003","HK"
"104.255.170.69:55112","US"
"69.163.160.163:14499","US"
"206.130.133.8:19952","US"
"69.163.162.127:14499","US"
"46.147.194.197:1080","RU"
"132.148.27.211:36015","US"
"181.3.5.163:1080","AR"
"37.139.243.34:1080","RU"
"104.255.170.68:50503","US"
"91.198.137.31:3534","DE"
"162.144.66.22:45220","US"
"128.14.159.174:22578","IN"
"181.3.67.148:1080","CA"
"54.38.51.32:54689","FR"
"68.183.130.112:30351","US"
"54.38.51.21:54689","FR"
"92.204.40.58:9050","US"
"54.38.51.60:54689","FR"
"181.3.87.124:1080","AR"
"181.3.105.36:1080","AR"
"106.14.227.107:1080","HK"
"104.255.170.67:50503","US"
"5.105.0.135:16379","US"
"212.8.246.207:10800","NL"
"104.255.170.89:60899","US"
"69.163.167.109:14499","US"
"181.6.132.114:1080","AR"
"69.163.161.252:14499","US"
"69.163.162.35:14499","US"
"150.129.52.74:6667","IN"
"69.163.162.191:14499","US"
"59.152.90.201:9954","BD"
"47.75.113.110:10012","HK"
"50.62.35.16:19745","US"
"165.227.119.98:63933","US"
"165.227.119.98:41478","US"
"156.38.141.117:9050","SE"
"54.38.51.24:54689","FR"
"54.38.51.13:54689","FR"
"157.230.43.255:1080","SG"
"209.97.175.37:9050","US"
"104.255.170.63:50503","US"
"195.177.217.131:60430","PL"
"181.3.86.66:1080","AR"
"181.6.5.107:1080","AR"
"181.3.117.83:1080","AR"
"103.21.163.81:6667","IN"
"178.234.40.91:1080","RU"
"54.38.51.48:54689","FR"
"91.198.137.31:3501","CA"
"54.38.51.16:54689","FR"
"69.163.166.55:14499","US"
"95.216.181.107:9060","US"
"104.255.170.65:60899","US"
"149.28.32.84:9050","GB"
"186.126.141.59:1080","AR"
"152.70.251.158:7891","PL"
"188.130.138.12:1080","RU"
"31.220.4.49:9050","SC"
"45.79.125.240:9050","US"
"104.255.170.89:55112","US"
"175.24.118.147:7891","RU"
"162.144.66.22:39685","US"
"167.172.155.178:58470","US"
"104.255.170.68:53940","US"
"91.198.137.31:3542","NL"
"142.93.111.131:9050","DE"
"43.224.10.30:6667","IN"
"50.62.35.16:39033","US"
"31.128.248.1:1080","UA"
"59.152.91.41:9954","BD"
"46.101.159.153:59394","DE"
"186.126.112.139:1080","AR"
"206.189.92.74:38888","SG"
"156.227.25.248:9050","US"
"78.46.37.98:9050","US"
"5.42.158.118:1080","FR"
"54.38.51.35:54689","FR"
"159.65.180.9:9050","US"
"141.94.69.251:9050","US"
"181.6.171.158:1080","AR"
"181.6.40.182:1080","AR"
"47.75.113.110:10002","HK"
"69.163.162.204:14499","US"
"68.183.130.112:19053","US"
"103.206.123.204:10080","HK"
"186.126.14.248:1080","AR"
"97.74.230.87:31365","US"
"199.247.14.245:46043","FR"
"47.75.113.110:10008","HK"
"104.255.170.89:53940","US"
"181.3.69.221:1080","AR"
"165.227.119.98:1246","US"
"104.255.170.64:53940","US"
"212.8.246.207:10003","NL"
"36.27.223.70:11111","CN"
"103.112.162.170:1080","ID"
"218.106.63.4:1080","CN"
"180.76.146.169:1080","CN"
"120.78.226.191:8010","CN"
"218.202.233.178:8899","CN"
"122.226.223.221:43724","CN"
"49.82.16.198:3000","CN"
"120.196.228.99:1080","CN"
"118.122.194.18:4000","CN"
"122.226.223.221:13767","CN"
"39.108.226.136:9080","CN"
"1.13.165.87:1088","CN"
"36.27.223.80:52632","CN"
"36.27.223.80:54891","CN"
"36.27.223.80:56424","CN"
"36.27.223.80:56184","CN"
"36.27.223.80:20195","CN"
"36.27.223.70:29799","CN"
"1.15.232.61:1080","CN"
"101.6.93.169:10080","CN"
"36.27.223.80:36331","CN"
"121.40.140.101:1080","CN"
"36.89.86.49:56845","ID"
"182.111.162.214:32997","CN"
"36.27.223.70:31337","CN"
"129.204.44.228:80","CN"
"193.112.118.89:38888","CN"
"62.234.39.56:8004","CN"
"81.69.32.26:1080","CN"
"218.80.108.219:1080","CN"
"36.27.223.80:26491","CN"
"182.43.148.113:1080","CN"
"128.14.159.174:34310","ID"
"116.237.117.34:1080","CN"
"118.190.42.97:7891","CN"
"103.242.175.121:7891","CN"
"182.18.95.196:1080","CN"
"139.198.121.76:8811","CN"
"128.14.159.174:31337","ID"
"89.42.198.124:5678","IR"
"101.34.221.134:24180","CN"
"121.4.103.166:7891","CN"
"113.69.136.232:1080","CN"
"118.122.194.18:9300","CN"
"78.38.108.194:1080","IR"
"5.160.243.124:1080","IR"
"42.193.174.84:15002","CN"
"101.34.221.134:13886","CN"
"150.158.77.13:1080","CN"
"36.94.126.50:1080","ID"
"138.201.5.7:1080","DE"
"46.101.159.153:18434","DE"
"213.136.82.77:48012","DE"
"45.81.225.67:7053","DE"
"141.94.78.166:1080","FR"
"88.202.177.242:1080","NL"
"62.109.30.57:58232","RU"
"217.147.175.20:1088","UA"
"88.202.177.242:1090","NL"
"81.174.37.114:1080","IT"
"91.198.137.31:3520","DE"
"212.8.246.207:10986","DE"
"192.252.208.70:14282","US"
"192.111.139.163:19404","US"
"212.8.246.207:12345","US"
"51.159.21.239:10089","FR"
"81.177.142.19:1080","RU"
"5.2.78.113:4004","MX"
"95.0.206.21:1082","TR"
"80.87.194.199:43403","RU"
"45.82.139.104:56750","FR"
"158.69.225.124:2021","CA"
"51.79.52.80:3080","CA"
"142.44.136.97:7001","CA"
"79.133.110.8:1080","US"
"65.21.183.114:3232","FI"
"192.111.135.17:18302","US"
"5.42.158.121:10800","FR"
"5.42.158.124:10800","FR"
"178.62.79.49:53005","GB"
"5.42.158.119:10800","FR"
"104.237.253.196:10800","US"
"167.172.155.178:30349","US"
